,0,1,InspName,InspAddress
13091,Habanero Baja Grill,222 Merchandise Mart Plz,Habanero,222 W MERCHANDISE MART PLZ 
13092,Trattoria Isabella,217 N Jefferson St,TRATTORIA ISABELLA,217 N JEFFERSON ST 
13093,Harold's Chicken,2341 W 95th St,HAROLD'S CHICKEN SHACK,2341 W 95TH ST 
13094,Brianna's Restaurant,4911 N Western Ave,BRIANNA'S RESTAURANT,4911 N WESTERN AVE 
13095,Mirabell Restaurant & Lounge,3454 W Addison St,MIRABELL RESTAURANT,3454 W ADDISON ST 
13096,Beermiscuous,2812 N Lincoln Ave,BEERMISCUOUS,2812 N LINCOLN AVE 
13097,John's Food Mart,1934 W Chicago Ave,JOHN FOOD MART,1934 W CHICAGO AVE 
13098,Mariscos Gallos,4781 S Archer,MARISCOS GALLOS,4781 S ARCHER AVE 
13099,Pizza Hut,2309 W Lawrence Ave,PIZZA HUT #714390,2309 W LAWRENCE AVE 
13100,Happy Child Day Care,7750 W Devon Ave,"HAPPY CHILD DAY CARE CENTER, A MONTESSORI SCHOOL L",7750 W DEVON AVE 
13101,Your Happy Place Liquors,2501 N Milwaukee Ave,YOUR HAPPY PLACE LIQUORS,2501 N MILWAUKEE AVE 
13102,La Esperanza Restaurant,1864 S Blue Island Ave,LA ESPERANZA RESTAURANT III INC.,1864 S BLUE ISLAND AVE 
13103,South Loop Market,2135 South Michigan Ave,SOUTH LOOP MARKET,2135 S MICHIGAN AVE 
13104,Trinity Bar,2721 N Halsted St,TRINITY BAR,2721 N HALSTED ST 
13105,Arby's,222 Merchandise Mart Plz,Arby's,222 W Merchandise Mart PLZ DEPT FC-1
13106,Jamba Juice,2112 N Clybourn Ave,JAMBA JUICE,2112 N CLYBOURN AVE 
13107,Kennedy Fish & Chicken,112 E 47th St,KENNEDY FISH CHICKEN AND GYROS,112 E 47TH ST 
13108,Mama Angie Pizza,5423 W Belmont Ave,MAMA ANGIE PIZZA,5423 W BELMONT AVE 
13109,Kendall College,900 N North Branch St,Kendall College,900 N NORTH BRANCH ST 
13110,Pide Ve Lahmacun,1812 W Irving Park Rd,PIDE VE LAHMACUN,1812 W IRVING PARK RD 
13111,Namo Thai Cuisine,3900 N Lincoln Ave,MELAO LATIN CUISINE INC.,3941 N LINCOLN AVE 
13112,Kitchen Chicago,324 N Leavitt St,"Kitchen Chicago, LLC",324 N LEAVITT ST 
13113,Yaya's Mini Mart,1458 W 18th St,YA YA MINI MART,1458 W 18TH ST 
13114,Red Robin's Burger Works,180 N Wabash,RED ROBIN EXPRESS,178 N Wabash AVE 
13115,Kmart,5033 N Elston Ave,KMART #9376,5033 N ELSTON AVE 
13116,Miceli's Deli & Food Mart,2448 S Oakley Ave,MICELI'S DELI,2448 S OAKLEY AVE 
13117,Joshua Grocery,4425 W 55th St,JOSHUA GROCERY INC.,4425 W 55TH ST 
13118,Harritys Sport Bar and Grill,3147 N Central Ave,HARRITY'S SPORTS BAR & GRILL,3147 N CENTRAL AVE 
13119,Serai,2169 N Milwaukee Ave,SERAI,2171 N MILWAUKEE AVE 
13120,Embeya,564 W Randolph St,EMBEYA,564 W RANDOLPH ST 
13121,Symphony at 87th Street,2940 W 87th St,"THE RENAISSANCE AT 87TH STREET, INC.",2940 W 87TH ST 
13122,Presto Mediterranean Cafe,131 N Clinton St,PRESTO,131 N CLINTON ST 
13123,Chocolat Uzma,1900 S Halsted St,CHOCOLAT UZMA,1900 S HALSTED ST 
13124,Chicago's Finest,324 N Leavitt St,"CHICAGO'S FINEST DELI ON WHEELS, LLC",324 N LEAVITT 
13125,Blended Bean Cafe,520 N Michigan Ave,BLENDED BEAN CAFE,520 N MICHIGAN AVE 
13126,Protein Bar,10 S Clinton St,PROTEIN BAR,10 S CLINTON ST 
13127,Starbucks,2577 N Elston Ave,STARBUCKS COFFEE #10506,2577 N ELSTON AVE 
13128,A Natural Harvest,7122 S Jeffery Blvd,A NATURAL HARVEST HEALTH FOOD STORE,7122 S JEFFERY BLVD 
13129,Mid-City Cards & Gifts,1 S Wacker Dr,MID-CITY CARDS & GIFTS,1 S WACKER DR 
13130,Big Citgo Market,5616 S Western Ave,BIG CITY MARKET CITGO,5616 S WESTERN AVE 
13131,Caffe Italia,2625 N Harlem Ave,CAFFE ITALIA,2625 N HARLEM AVE 
13132,China Court,1146 N Milwaukee Ave,CHINA COURT RESTAURANT,1146 N MILWAUKEE AVE 
13133,Red Kiva,1108 W Randolph St,RED KIVA,1106-1108 W RANDOLPH ST 
13134,Nirala Sweets & BBQ,2301 W Devon Ave,NIRACA SWEETS AND BAKERY,2301 W DEVON AVE 
13135,Fedora Lounge,712 N Clark St,FEDORA LOUNGE,712 N CLARK ST 
13136,Casbah Cafe,3151 N Broadway St,CASBAH CAFE,3151 N BROADWAY 
13137,Thai Uptown,4621 N Broadway St,THAI UPTOWN,4621 N BROADWAY 
13138,Carlton At the Lake,725 W Montrose Ave,"CARLTON AT THE LAKE, INC",725 W MONTROSE AVE 
13139,Nicky's Hot Dog,3140 W 47th St,NICKYS HOT DOGS,3140 W 47TH ST 
13140,Parisi's Drive-In,6216 W 63rd St,PARISIS DRIVE IN,6216 W 63RD ST 
13141,Marshfield's Urban Grill,2417 N Clybourn Ave,MARSHFIELD URBAN GRILL,2417 N CLYBOURN AVE 
13142,Subway,2800 W Irving Park Rd,SUBWAY,2800 W IRVING PARK RD 
13143,Big Star,1531 N Damen Ave,Big Star,1531 N DAMEN AVE 
13144,La Madrilena,7024 W Grand Ave,LA MADRILENA BAKERY,7024 W GRAND AVE 
13145,The WIP Theater,6670 N Northwest Hwy,THE WIP THEATER,6670 N NORTHWEST HWY 
13146,Taste of Asia,3120 N Broadway St,Taste Of Asia,3120-3122 N BROADWAY 
13147,Shark Fish Restaurant,9800 S Halsted St,HO HO RESTAURANT,7908 S HALSTED ST 
13148,Target,4433 S Pulaski Rd,TARGET STORE - 1879,4433 S PULASKI RD 
13149,Royal Garden Banquets,2515 N Harlem Ave,ROYAL GARDENS,2515 N HARLEM AVE 
13150,Rakki Kyu Sushi,939 N Ashland Ave,RAKKI KYU SUSHI,939 N ASHLAND AVE 
13151,Leona's Pizza & Italian Restaurant,1419 W Taylor St,LEONA'S PIZZERIA,1419 W TAYLOR ST 
13152,Carnelli's Deli,600 E Grand Ave,THE GALLERY CARNELLI 'S DELI,700 E GRAND AVE 
13153,El Azteca,5011 W Fullerton Ave,El Azteca,5011 W FULLERTON AVE 
13154,Family Grounds Cafe,3652 N Lincoln Ave,FAMILY GROUNDS CAFE,3652 N LINCOLN AVE 
13155,Homewood Suites by Hilton Chicago-Downtown,40 E Grand Ave,HOMEWOOD SUITES HOTEL,40 E GRAND AVE 
13156,Harold's Chicken Shack,2444 E 79th St,"THE CHICKEN SHACK, INC.",2444 E 79TH ST 
13157,Gorilla Sushi Jefferson Park,4945 N Milwaukee Ave,GODZILLA SUSHI,4945 N MILWAUKEE AVE 
13158,A Piece of Cake Bakery,412 E 87th St,"A PIECE OF CAKE BAKERY, INC.",412 E 87TH ST 
13159,Union Squared-Revival Food Hall,125 S Clark St,REVIVAL FOOD HALL,125 S CLARK ST 
13160,Dream Cafe and Grille,748 W 61 St,DREAM CAFE & GRILLE,748 W 61ST ST 
13161,Next Door,659 W Diversey Pkwy,NEXT DOOR CAFE,659 W DIVERSEY PKWY 
13162,Frankie's Place,2607 W 47th St,FRANKIE'S PLACE,2607 W 47TH ST 
13163,Pizza Hut,3451 W Devon Ave,PIZZA HUT #405100,3451 W DEVON AVE 
13164,Endy's Deli,3055 N Milwaukee,"Endy's Delicatessen, Inc",3055 N MILWAUKEE AVE 
13165,Mid-City Cards & Gifts,1 S Wacker Dr,MID CITY CARDS AND GIFTS,1 S WACKER DR 
13166,Cafe Vienna,2523 N Clark St,CAFE VIENNA  & CATERING INC,2523 N CLARK ST 
13167,Little Black Pearl Workshop,1060 E 47th St,LITTLE BLACK PEARL,1060 E 47TH ST 
13168,Mid-City Cards & Gifts,1 S Wacker Dr,MID-CITY CARDS & GIFTS,1 S WACKER DR 
13169,Cantina 1910,5025 N Clark St,CANTINA 1910,5025 N CLARK ST 
13170,Walgreens,2011 E 95Th St,Walgreens # 06238,2011 E 95TH ST 
13171,Pretty Donkey Coffee,2263 E 95th St,PRETTY DONKEY COFFEE,2263 E 95TH ST 
13172,Balzekas Museum of Lithuanian  Culture,6500 S Pulaski Rd,BALZEKAS MUSEUM OF LITHUANIAN,6500 S PULASKI RD 
13173,Mr Calamari,9305 S Halsted Rd,MR. CALAMARI SEAFOOD GRILL & CHICKEN,9305 S HALSTED ST 
13174,Jamba Juice,9521 S. Western Ave.,JAMBA JUICE #586,9521 S WESTERN AVE 
13175,Mariscos Mi Lindo Bucerias,2919 W 63rd St,MARISCOS MI LINDO BUCERIAS,2919-2921 W 63RD ST 
13176,Royal Chicken & Bbq,5254 W Chicago Ave,ROYAL CHICKEN,5254 W CHICAGO AVE 
13177,Yo-Joes Red Hots,6401 W Addison St,RED CORNER,1746 W ADDISON ST 
13178,Japonais,600 W Chicago Ave,JAPONAIS,600 W CHICAGO AVE 
13179,El Chisme,3324 W 26th St,EL CHISME REST INC,3322 W 26TH ST 
13180,Hardee's,4614 S Damen Ave,HARDEE'S 1506026,4614 S DAMEN AVE 
13181,Penny's Noodle Shop,1542 N Damen Ave,PENNY'S NOODLES SHOP,1542 N DAMEN AVE 
13182,Lincoln Park Preschool & Kindergarten,2150 N Lincoln Park W,"LINCOLN PARK PRESCHOOL & KINDERGARTEN,INC",2150 N LINCOLN PARK WEST 
13183,Oak + Char,217 W Huron,OAK + CHAR,217 W HURON ST 
13184,Mystic Celt,3443 N Southport Ave,MYSTIC CELT,3443 N SOUTHPORT AVE 
13185,Lion's Den Eatery,4203 W Cermak Rd,LION'S DEN EATERY,4203 W CERMAK RD 
13186,Pizzeria Brandi,67 E Cermak Rd,PIZZERIA BRANDI,67 E CERMAK RD 
13187,Forever Yogurt,818 W Fullerton Ave,FOREVER YOGURT,818 W FULLERTON AVE 
13188,Intelligentsia - 1871 Coffee Bar,222 W Merchandise Mart Plz,INTELLIGENTSIA COFFEE & TEA,222 W MERCHANDISE MART PLZ 
13189,Astoria Place Living & Rehab Center,6300 N California Ave,ASTORIA PLACE LIVING AND REHAB,6300 N CALIFORNIA AVE 
13190,Yummy Yummy Custard Shop,1932 W Cermak Rd,YUMMY YUMMY CUSTARD SHOP,1932 W CERMAK RD 
13191,Sea World Food Market,1130 W Argyle St,SEAWORLD FOOD MARKET INC,1130 W ARGYLE ST 
13192,KFC,8307 S King Dr,Not Found,Not Found
13193,H & Z Groceries,3638 W Wrightwood Ave,H & Z GROCERY STORE,3638 W WRIGHTWOOD AVE 
13194,Stock N Save,4535 W Armitage Ave,STOCK N SAVE,4535 W ARMITAGE AVE 
13195,Pizza Hut,5240 N Pulaski Rd,PIZZA HUT #714393,5240 N PULASKI RD 
13196,6 Corners,1950 W North Ave,6 CORNERS,1950 W NORTH AVE 
13197,The Solstice Bar,2666 N Halsted St,Solstice Cafe',2666 N HALSTED ST 
13198,Binny's Beverage Depot - Logan Square,3934 W Diversey,BINNY'S BEVERAGE DEPOT,3934 W DIVERSEY AVE 
13199,Vincenzo's Pizzeria & Sports Bar,1104 W Madison,VINCENZO'S,1104 W MADISON ST 
13200,The Plitt Company,1455 W Willow St,THE PLITT COMPANY,1455 W WILLOW ST 
13201,Grounds of Being: The Divinity School Coffee Shop,1025 E 58th St,DIVINITY SCHOOL COFFEE SHOP,1025 E 58TH ST 
13202,Forever Yogurt,2727 N Clark St,FOREVER YOGURT,2727 N CLARK ST 
13203,Karen's Bakery,7139 S State St,KAREN'S CAKES AND COOKIES LOVERS,7139 S STATE ST 
13204,Mayfair Market,4728 N Pulaski Rd,MAYFAIR MARKET,4728 N PULASKI RD 
13205,Son of a Beef,2524 S California Ave,SON OF A BEEF,2524 S CALIFORNIA AVE 
13206,Providence of God Church,717 W 18th St,PROVIDENCE OF GOD CHURCH,717 W 18th ST 
13207,The Second City Training Center,1608 N Wells St,SECOND CITY,1608 N WELLS ST 
13208,Real Good Juice,1616 N Damen St,REAL GOOD JUICE COMPANY,1616 N DAMEN AVE 
13209,Bahn Mi Ba Get,3458 N Southport,BANH MI BA GET,3548 N SOUTHPORT AVE 
13210,Insomnia Cookies,1105 E 55th St,INSOMNIA COOKIES,1105 E 55TH ST 
13211,Viva Mexico,3115 W 26th St,LINDO MEXICO,3115 W 26TH ST 
13212,KFC,7508 S Lafayette Ave,KFC,7508 S LAFAYETTE AVE 
13213,Old Town Oil,1543 N Wells St,"OLD TOWN OIL,LLC",1543 N WELLS ST 
13214,Short Stuff,1908 W Montrose Ave,SHORT STUFF CHICAGO,1908-1912 W MONTROSE AVE 
13215,Pizza Hut,5109 S Pulaski Rd,PIZZA HUT 317248,5109 S PULASKI RD 
13216,Surf City Squeeze,444 W Jackson,SURF CITY SQUEEZE,444 W JACKSON BLVD 
13217,Newport Bar & Grill,1344 W Newport Ave,NEWPORT BAR & GRILLE,1344 W NEWPORT AVE 
13218,Chicago Yacht Works,2550 S Ashland Ave,CHICAGO YACHT WORKS,2550 S ASHLAND AVE 
13219,Pizza Hut,6700 S Stony Island Ave,PIZZA HUT 317253,6700 S STONY ISLAND AVE 
13220,Gold Leaf Flower Studio,904 W Armitage St,GOLD LEAF FLOWER STUDIO,904 W ARMITAGE AVE 
13221,Jamba Juice,2112 N Clybourn Ave,JAMBA JUICE #629,2112 N CLYBOURN AVE 
13222,Creative Little Ones Preschool,9528 S Halsted St,CREATIVE LITTLE ONES PRE-SCHOOL INC.,9528-9530 S HALSTED ST 
13223,Blue Light,3251 N Western Ave,BLUELIGHT,3251 N WESTERN AVE 
13224,Chicago Waffles,1400 S Michigan Ave,WAFFLES,1400 S MICHIGAN AVE 
13225,Southshore Pantry,2160 E 71st St,South Shore Pantry,2160 E 71st ST 
13226,Hotel Indigo Chicago Downtown Gold Coast,1244 N Dearborn Pkwy,HOTEL INDIGO CHICAGO GOLD COAST,1244 N DEARBORN ST 
13227,Marie's Golden Cue,3241 W Montrose Ave,MARIE'S GOLDEN CUE,3241 W MONTROSE AVE 
13228,Wing Factory,2464 N Lincoln Ave,NEW YORK WING FACTORY,2464-2466 N LINCOLN AVE 
13229,Blokes & Birds,3343 N Clark St,BLOKES & BIRDS,3343 N CLARK ST 
13230,Ramenster,919 W Belmont,RAMENSTER,919 W BELMONT AVE 
13231,Azzurra EnoTavola,1467 N Milwaukee Ave,Azzurra Enotavola,1467 N MILWAUKEE AVE 
13232,Grand Chinese Kitchen,100 W 87th St,GRAND CHINESE KITCHEN,100 W 87TH ST 
13233,Lo's China Kitchen,2800 W Irving Park Rd,LO'S CHINESE KITCHEN,2800 W IRVING PARK RD 
13234,Pump Room,1301 N State Pkwy,PUMP ROOM,1301-1309 N STATE PKWY 
13235,Cool Runnings Caribbean Cuisin,7448 S Vincennes Ave,"COOL RUNNINGS CARIBBEAN CUISINE INC.,",7448 S VINCENNES AVE 
13236,Goodie Tacos,1117 W 31st St,GOODIE TACOS,1117 W 31ST ST 
13237,Los Delfines # 2,5207 S Archer Ave,Los Delfines #2,5207-5209 S ARCHER AVE 
13238,Camino Real of Illinois,4235 W 63rd St,CAMINO REAL,4235 W 63RD ST 
13239,VIP Restaurant,3254 W Montrose Ave,AM THAI RESTAURANT,3254 W MONTROSE AVE 
13240,Gong Ming Food Market,208 W 24th St,GONG MING FOOD MARKET,208 W 24TH ST 
13241,PS Bangkok 2,2521 N Halsted St,P S BANGKOK RESTAURANT II,2521 N HALSTED ST 
13242,La Bamba,19 S Wabash,LA BAMBA,17 S WABASH AVE 
13243,Blanco Y Negro,4043 W 26th St,BLANCO & NEGRO RESTAURANT,4043 W 26TH ST 
13244,Spencer's Jolly Posh Foods,3755 N Southport Ave,SPENCER'S JOLLY POSH FOODS,3755 N SOUTHPORT AVE 
13245,Ed and Irv's,2210 W Touhy Ave,ED AND ERV'S CENTRELLA FOOD,2210 W TOUHY AVE 
13246,Lincoln Tavern & Restaurant,1858 W Wabansia Ave,LINCOLN TAVERN & RESTAURANT,1858 W WABANSIA AVE 
13247,A & G Fresh Market,5630 W Belmont Ave,"A & G FRESH MARKET, INC",5630 W BELMONT AVE 
13248,Luc Thang Noodle,1524 N Ashland Ave,LUC THUANG NOODLE INC.,1524 N ASHLAND AVE 
13249,Paramount Events,1750 W Lake St,PARAMOUNT EVENTS,1744-1758 W LAKE ST 
13250,Puerto Rico Food & Liquors,2559 W Augusta Blvd,PUERTO RICO FOOD & LIQUORS,2559 W AUGUSTA BLVD 
13251,Red Mango,5221 S Harper Ct,RED MANGO,5221 S HARPER CT 
13252,Harold's Chicken Shack,2142 E 71st St,HAROLD'S CHICKEN #5,2142 E 71ST ST 
13253,Subway,300 N Michigan Ave,SUBWAY,300 N MICHIGAN AVE 
13254,Ideal Bakery,4765 N Milwaukee Ave,"IDEAL BAKERY ENTERPRISES, INC",4763-4765 N MILWAUKEE AVE 
13255,Quick Stop Pantry,5357 N Clark St,QUICK STOP PANTRY,5357 N CLARK ST 
13256,Sally's Lounge,3759 N Western Ave,SALLY'S LOUNGE,3759 N WESTERN AVE 
13257,Homies Kitchen,6859 S Loomis Blvd,HOMIES KITCHEN,6859 S LOOMIS BLVD 
13258,Ala Too,3134 N  Lincoln Ave,ALA TOO CENTRAL ASIAN AND TURKISH RESTAURANT,3134 N LINCOLN AVE 
13259,Macku Signature,2925 N Halsted St,MACKU SIGNATURE,2923-2925 N HALSTED ST 
13260,See Thru Chinese Kitchen,6046 S Western Ave,SEE THRU CHINESE KITCHEN,6046 S WESTERN AVE 
13261,Atardecer Acapulqueno,2906 W Cermak Rd,ATARDECER ACAPULQUENO INC.,2906 W CERMAK RD 
13262,The Salvation Army,1515 W Monroe St,THE SALVATION ARMY,1515 W MONROE ST 
13263,Lush Wine and Spirits,2232 W Roscoe St,LUSH WINE & SPIRITS,2232 W ROSCOE ST 
13264,Sam's Grill,416 N Clark St,SAM'S GRILL,416 N CLARK ST 
13265,Mama Nena's Shrimp House,1623 W 43rd St,MAMA NENA'S SHRIMP HOUSE INC,1623 W 43rd ST 
13266,Packing House,1113 W Randolph St,PACKING HOUSE,1113-1115 W RANDOLPH ST 
13267,Creative Mansion Children's Academy,4745 S Ellis Ave,CREATIVE MANSION CHLDRN'S ACDY,4745 S ELLIS AVE 
13268,Hope Lutheran School,6416 S Washtenaw Ave,NEW HOPE  LUTHERAN SCHOOL,6416 S Washtenaw (2700W) 
13269,Itto Sushi,2616 N Halsted St,FATTOUSH,2652 N HALSTED ST 
13270,Black Dog Gelato,125 S Clark St,BLACK DOG GELATO,125 S CLARK ST 
13271,Falcon Fuel,43 N Homan Ave,MARATHON FUEL & MINI MART,43-57 N HOMAN BLVD 
13272,La Michoacana,4336 S Pulaski Rd,LA MICHOACANA DE MARTHA LLC.,4336 S PULASKI RD 
13273,Pizza By Alex,4801 N Austin Ave,PIZZERIA BY ALEX,4801 N AUSTIN AVE 
13274,Bethlehem Pita and Grill,3933 N Broadway St,"BETHLEHEM PITA & GRILL, INC.",3933 N BROADWAY 
13275,Joony Mart,4947 N Kedzie Ave,"JOONY MART , INC.",4947 N KEDZIE AVE 
13276,Redmond's Pub,5730 S Archer Ave,REDMOND'S PUB,5730 S ARCHER AVE 
13277,Eddies Sandwiches,2721 W Division St,EDDIE'S SANDWICHES,2721 W DIVISION ST 
13278,Ladybug Book Café,4305 N Kedzie Av,LADY BUG BOOK CAFE,4305 N KEDZIE AVE 
13279,La Plaza Paleteria,3818 W Lawrence Ave,ALASKA PALETERIA Y NEVENA 2,3209 W LAWRENCE AVE 
13280,Inspiration Kitchens,4715 N Sheridan Rd,INSPIRATION KITCHENS UPTOWN,4715 N SHERIDAN RD 
13281,Quay,465 E Illinois St,QUAY,465 E ILLINOIS ST 
13282,Kookaburra Play Cafe,2267 N Clybourn Ave,KOOKABURRA PLAY CAFE,2267 N CLYBOURN AVE 
13283,Chicago Coffee House,3452 W Irving Park Rd,Chicago Coffee House,3452 W IRVING PARK RD 
13284,Delux Bar & Grill,669 N Milwaukee Ave,DeLux Bar & Grill,669 N MILWAUKEE AVE 
13285,Arista Foods,112 N May St,ARISTA FOODS,112 N MAY ST 
13286,Buy Low Liquors,4301 W North Ave,BUY LOW LIQUORS,4301 W NORTH AVE 
13287,Milwaukee & California Produce,2110 N Milwaukee Ave,MILWAUKEE & CALIFORNIA PRODUCE INC.,2110 N MILWAUKEE AVE 
13288,New Diamond Grill,2245 W Devon Ave,NEW DIAMOND GRILL,2245 W DEVON AVE 
13289,Caffé & Restaurant Yugoslavia,2625 W Lawrence Ave,CAFFE & RESTAURANT YUGOSLAVIA,2625 W LAWRENCE AVE 
13290,KFC,300 E 35th St,KFC,300 E 35TH ST 
13291,Chubby's Pizza,2544 S Western Ave,CHUBBY'S CAFE,2544 S WESTERN AVE 
13292,35th Street Red Hots,500 W 35th St,35TH STREET REDHOTS,500 W 35TH ST 
13293,Old Fifth,1027 W Madison St,OLD FIFTH,1027 W MADISON ST 
13294,Strings 2,1629 N Halsted St,STRINGS RAMEN 2,1629 N HALSTED 
13295,That's A Burger,2134 E 71st St,THAT'S A BURGER,2134 E 71ST ST 
13296,La Taqueria Plebe,2820 W 55th St,TAQUERIA LA PLEBE,2820 W 55TH ST 
13297,El Taconazo La Fiesta,2701 N Central Ave,EL TACONAZO  LA FIESTA INC.,2700 N CENTRAL AVE 
13298,Paleteria Y Neveria Azteca,6748 1/2 W Diversey Ave,PALETERIA Y NEVERIA EL A WUELO INC.,6748 1/2 W DIVERSEY AVE 
13299,Victory's Banner,2100 W Roscoe St,VICTORY'S BANNER,2100 W ROSCOE ST 
13300,KFC,1600 W Marquette Rd,KFC,1600 W MARQUETTE RD 
13301,Christina's Place,3759 N Kedzie Ave,CHRISTINA'S PLACE,3759 N KEDZIE AVE 
13302,PACKED dumplings reimagined,1321 E 57th St,PACKED DUMPLINGS REIMAGINED,1321 E 57TH ST 
13303,Ino's Tacos,1856 W 35th St,INO'S TACOS,1856 W 35TH ST 
13304,Java Thai,4272 W Irving Park Rd,JAVA  THAI,4272 W IRVING PARK RD 
13305,Artist's Cafe,1150 S Wabash Ave,ARTISTS CAFE,1150 S WABASH AVE 
13306,Sonnets Academy - River North,430 W Erie St,SONNETS ACADEMY RIVER NORTH,430 W ERIE ST 
13307,Starbucks,6451 W Diversey,STARBUCKS COFFEE #7948,6451 W DIVERSEY AVE 
13308,South Loop Market,1720 S Michigan Ave,SOUTH LOOP PANTRY,1720 S MICHIGAN AVE 
13309,Ana's Food Mart,11545 S Michigan Ave,ANA'S FOOD MART.,11545 S MICHIGAN AVE 
13310,Target,11840 S Marshfield Ave,TARGET STORE #T-2344,11840 S MARSHFIELD AVE 
13311,Red Ivy,3525 N Clark St,Red Ivy,3519-3525 N CLARK ST 
13312,El Trigal Mexicana Bakery,3107 W Montrose Ave,EL TRIGAL MEXICANA BAKERY,3107 W MONTROSE AVE 
13313,El Campestre,4226 S Archer Ave,EL CAMPESTRE RESTAURANT,4226 S ARCHER AVE 
13314,Gracie's cafe,1517 W Warren Blvd,GRACIE'S CAFE,1517-1521 W WARREN BLVD 
13315,Haute Sausage,335 S Franklin St,HAUTE SAUSAGE,335 S FRANKLIN ST 
13316,Market Fresh Foods,800 N Kedzie Ave,MARKET FRESH FOODS,800 N KEDZIE AVE 
13317,Logan Square Auditorium,2539 N Kedzie Blvd,LOGAN SQUARE AUDITORIUM,2539 N KEDZIE BLVD 
13318,Fat Sandwich Company,2273 N Lincoln,FAT SANDWICH,2273 N LINCOLN AVE 
13319,Dollar Tree,2252 N Milwaukee Ave,DOLLAR TREE #06407,2252 N MILWAUKEE AVE 
13320,KFC,3696 S Archer Ave,KFC,3696 S ARCHER AVE 
13321,Our Lady of Victory School,4434 N Laramie Ave,OUR LADY OF VICTORY SCHOOL,4434 N LARAMIE 
13322,A Piece of Cake Bakery,412 E 87th St,"A PIECE OF CAKE BAKERY, INC.",412 E 87TH ST 
13323,DQ Luxury Reflexology Massage & Relaxation Retreat,910 S Michigan Ave,DQ LUXURY REFLEXOLOGY MASSAGE,910 S MICHIGAN AVE 
13324,Nisei Lounge,3439 N Sheffield Ave,NISEI LOUNGE,3439 N SHEFFIELD AVE 
13325,Domino's Pizza,2508 W Cermak Rd,DOMINO'S PIZZA,2508 W CERMAK RD 
13326,Bow Truss Coffee Roasters,2004 W Roscoe St,BOW TRUSS COFFEE ROASTERS,2004 W ROSCOE ST 
13327,7-Eleven,1942 N Elston Ave,7 Eleven #33956 J,1942 N ELSTON AVE 
13328,Mayan Sol Latin Grill,3830 W Lawrence Ave,MAYAN SOL-LA ESQUINITA DEL SABOR,3830 W LAWRENCE 
13329,Fitfresh Cafe & Juicebar,1804 W Lawrence Ave,"FITFRESH, INC.",1804 W LAWRENCE AVE 
13330,Simply Elegant Catering,328 North Carpenter St,SIMPLY ELEGANT CATERING,328 N CARPENTER ST 
13331,H-Dogs,4655 S Martin Luther King Dr,H-DOGS,4655 S DR MARTIN LUTHER KING JR DR 
13332,Artango Bistro,4217 N Ravenswood Ave,ARTANGO CENTER,4217-4219 N RAVENSWOOD AVE 
13333,The Second City Theatre,1616 N Wells St,THE SECOND CITY,1616 N WELLS ST 
13334,Jackson Park Golf Course,6401 S Richards Dr,JACKSON PARK GOLF COURSE,6401 S RICHARDS DR 
13335,Thirty3,3304 S Halsted St,THIRTY3,3302-3304 S HALSTED ST 
13336,KFC,8307 South Chicago Avenue,HOOK FISH & CHICKEN,8306 S SOUTH CHICAGO AVE 
13337,Hot Dog Land Xpress,5218 W Division St,HOTDOG LAND XPRESS,5216-18 W DIVISION ST 
13338,Berrista Coffee,4219 W Irving Park Rd,BERRISTA COFFEE,4219 W IRVING PARK AVE 
13339,Fairways,1141 W Armitage Ave,FAIRWAYS,1139-1141 W ARMITAGE AVE 
13340,Zanzibar Cafe,1036 W Bryn Mawr Ave,ZANZIBAR CAFE AND ICE CREAM SHOPPE,1036 W BRYN MAWR AVE 
13341,Mish Grill,1413 N Ashland Ave,"MISH GRILL, INC.",1413 N ASHLAND AVE 
13342,S & T Provisions,3804 W 111th St,S & T PROVISION CO INC,3804 W 111TH ST 
13343,Kung Fu Tea,2126B S Archer Ave,KUNGFU TEA,2126 S ARCHER AVE 
13344,Burger King,2401-2407 W Ogden Ave,BURGER KING #11967,2401-2407 W OGDEN AVE 
13345,Wingers USA,606 S Wabash Ave,Wingers,606 S WABASH AVE 
13346,St Cornelius School,5252 N Long Ave,ST. CORNELIUS SCHOOL,5252 N LONG 
13347,Midway Cake Supply,6250 S Knox Ave,MIDWAY CAKE SUPPLES,6250 S KNOX AVE 
13348,Pita Puff Mediterranean Kitchen,4905 N Kedzie Ave,DAWALI MEDITERANEAN KITCHEN,4911 N KEDZIE AVE 
13349,Uptown Taqueria,1708 W Lawrence Aveclosed,CARMELITA'S TAQUERIA,1206 W LAWRENCE AVE 
13350,Red Lion Grill,2906 W Armitage Ave,JA' GRILL,1008 W ARMITAGE AVE 
13351,KFC,7445 S Stony Island Ave,KFC,7445 S STONY ISLAND AVE 
13352,Golden Pacific Market,5353 N Broadway St,GOLDEN PACIFIC MARKET LLC,5353 N BROADWAY 
13353,Madison Street Cafe,70 W Madison St,Madison Street Cafe,70 W MADISON ST 
13354,Pinot's Palette West Loop,1222 W Madison St,PINOT'S PALETTE- WEST LOOP,1222 W MADISON ST 
13355,Coast Burger,520 N Michigan Ave,COAST BURGER / HABANERO,520 N MICHIGAN AVE 
13356,China House Restaurant,4901 W Diversey Ave,CHINA HOUSE,4901 W DIVERSEY AVE 
13357,Anastazja Restaurant,5223 W Diversey Ave,ANASTASIA RESTAURANT,5221-5223 W DIVERSEY AVE 
